end,item1,item2,item3,item4,lvl,name,server,sex,special_features1,special_features2,special_features3,special_features4,special_features5,start,status_auction,tc,vocation
"Aug 30 2020, 10:00 CEST","""a Zaoan helmet""","""a prismatic armor""","""prismatic legs""","""a rift crossbow""",159,Mary Janete,Xandebra,Female,24 Magic Level (Loyalty bonus not included),95 Distance Fighting (Loyalty bonus not included),58 Achievement Points,,,"Aug 29 2020, 10:09 CEST",Sold,2501,Royal Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",198,Gacqu,Zuna,Male,71 Magic Level (Loyalty bonus not included),Character World Transfer available,,,,"Aug 29 2020, 10:04 CEST",Sold,311,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",82,Piradaum Insanu,Honbra,Male,420x a sudden death rune (Store Item),Character World Transfer available,59 Magic Level (Loyalty bonus not included),,,"Aug 29 2020, 10:10 CEST",Not Sold,250,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""magma legs""","""a calopteryx cape""","""a gill gugel""","""a dream blossom staff""",196,Waha Delko,Damora,Male,"Total Charm Points 860, Unused Charm Points: 260",Character World Transfer available,196 Level,73 Magic Level (Loyalty bonus not included),Unlocked Powerful Imbuements: 3,"Aug 29 2020, 10:07 CEST",Sold,700,Sorcerer
"Aug 30 2020, 10:00 CEST","""a paladin armor""","""a santa backpack""","""Zaoan legs""","""(no item for display selected)""",151,Will Mucho Loko,Solidera,Male,1270x an ultimate spirit potion (Store Item),182 Achievement Points,114 Distance Fighting (Loyalty bonus not included),Store Mounts: 2,Character World Transfer available,"Aug 29 2020, 10:11 CEST",Sold,1000,Royal Paladin
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a focus cape""","""a spellbook of mind control""","""alloy legs""",108,Mawrice,Quelibra,Male,194x a great mana potion (Store Item),"Blessings active: 7/7, Twist of Fate active: yes",69 Magic Level (Loyalty bonus not included),,,"Aug 29 2020, 10:12 CEST",Sold,621,Elder Druid
"Aug 30 2020, 10:00 CEST","""a blue backpack""","""a charmer's tiara""","""an empty starlight vial""","""(no item for display selected)""",98,Ju Liio,Funera,Male,,,,,,"Aug 29 2020, 10:05 CEST",Sold,150,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a Zaoan helmet""","""a gnome sword""","""(no item for display selected)""","""(no item for display selected)""",475,Keuak,Inabra,Male,101 Shielding (Loyalty bonus not included),Unlocked Powerful Imbuements: 11,"Total Charm Points 1750, Unused Charm Points: 550",106 Sword Fighting (Loyalty bonus not included),11 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:10 CEST",Sold,6501,Elite Knight
"Aug 30 2020, 10:00 CEST","""an ancient amulet""","""an ornate carving blade""","""(no item for display selected)""","""(no item for display selected)""",419,Skulptorz,Luminera,Male,1x a gold pouch (Store Item),503 Achievement Points,116 Club Fighting (Loyalty bonus not included),"Total Charm Points 2470, Unused Charm Points: 270",110 Shielding (Loyalty bonus not included),"Aug 29 2020, 10:07 CEST",Sold,6501,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",250,Tresulka,Antica,Female,"Total Charm Points 400, Unused Charm Points: 400",128 Achievement Points,Character World Transfer available,84 Magic Level (Loyalty bonus not included),"Achievement ""Arachnoise"" accomplished","Aug 29 2020, 10:12 CEST",Sold,2101,Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",318,Drag Klein,Gentebra,Female,,,,,,"Aug 29 2020, 10:12 CEST",Sold,2501,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",12,Mystoogan,Harmonia,Male,108 Distance Fighting (Loyalty bonus not included),98 Shielding (Loyalty bonus not included),,,,"Aug 29 2020, 10:06 CEST",Not Sold,400,Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",171,Magictrick,Gentebra,Female,230 Achievement Points,171 Level,105 Magic Level (Loyalty bonus not included),"Total Charm Points 1852, Unused Charm Points: 252",Character World Transfer available,"Aug 29 2020, 10:12 CEST",Sold,5001,Elder Druid
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a prismatic armor""","""prismatic legs""","""a bow of destruction""",235,Dral Piraa,Kalibra,Male,Character World Transfer available,251 Achievement Points,"448818 Gold total in bank, inventory and depot",24 Magic Level (Loyalty bonus not included),109 Distance Fighting (Loyalty bonus not included),"Aug 29 2020, 10:11 CEST",Sold,1102,Paladin
"Aug 30 2020, 10:00 CEST","""a wood cape""","""a prismatic armor""","""prismatic legs""","""prismatic boots""",221,Bruce Lee Imortal,Nefera,Male,,,,,,"Aug 29 2020, 10:08 CEST",Sold,1430,Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",114,Oxhanaina,Relembra,Female,,,,,,"Aug 29 2020, 10:09 CEST",Sold,401,Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",135,Brand Exon,Nefera,Male,71 Magic Level (Loyalty bonus not included),,,,,"Aug 29 2020, 10:09 CEST",Not Sold,900,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a gill coat""","""gill legs""","""a spellbook of vigilance""","3x ""a collar of green plasma""",164,Morpheus Of Death,Calmera,Male,159x an ultimate mana potion (Store Item),81 Magic Level (Loyalty bonus not included),"Total Charm Points 930, Unused Charm Points: 130",Character World Transfer available,,"Aug 29 2020, 10:07 CEST",Sold,450,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",167,Kanibal Zin,Serdebra,Male,118 Achievement Points,"Total Charm Points 875, Unused Charm Points: 875",79 Magic Level (Loyalty bonus not included),"Achievement ""Annihilator"" accomplished",,"Aug 29 2020, 10:12 CEST",Not Sold,900,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""a wand of defiance""","""a gill gugel""","""a gill coat""","""gill legs""",131,Diego Lirendorf,Zunera,Male,1142x an ultimate mana potion (Store Item),"Achievement ""High Inquisitor"" accomplished","Blessings active: 7/7, Twist of Fate active: yes",Character World Transfer available,"88512 Gold total in bank, inventory and depot","Aug 29 2020, 10:09 CEST",Not Sold,200,Master Sorcerer
"Aug 30 2020, 10:00 CEST","66x ""an assassin star""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",112,Fake evolution,Menera,Male,18 Achievement Points,114 Distance Fighting (Loyalty bonus not included),104 Shielding (Loyalty bonus not included),Character World Transfer available,17 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:08 CEST",Not Sold,1000,Royal Paladin
"Aug 30 2020, 10:00 CEST","""a special flask""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",256,Director,Secura,Female,,,,,,"Aug 29 2020, 10:10 CEST",Sold,2516,Sorcerer
"Aug 30 2020, 10:00 CEST","""magma legs""","""a magma coat""","""boots of haste""","""a royal helmet""",112,Trevour Toaquidnv,Libertabra,Male,1992x a great mana potion (Store Item),"Achievement ""Honorary Barbarian"" accomplished","Achievement ""Natural Born Cowboy"" accomplished","68679 Gold total in bank, inventory and depot",55 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:09 CEST",Not Sold,1300,Master Sorcerer
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a demon helmet""","""a mastermind shield""","""Zaoan legs""",116,Biel do Basquete,Impera,Male,106 Shielding (Loyalty bonus not included),Character World Transfer available,113 Sword Fighting (Loyalty bonus not included),,,"Aug 29 2020, 10:08 CEST",Sold,701,Elite Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",265,Igood blocker,Peloria,Male,,,,,,"Aug 29 2020, 10:08 CEST",Sold,2001,Elite Knight
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a spike sword""","""a royal helmet""","""a mastermind shield""",14,Sath Vood,Luminera,Male,Character World Transfer available,19 Shielding (Loyalty bonus not included),14 Level,16 Sword Fighting (Loyalty bonus not included),,"Aug 29 2020, 10:07 CEST",Not Sold,2000,None
"Aug 30 2020, 10:00 CEST","""a mace of destruction""","2x ""a resizer""","""a cobra club""","""(no item for display selected)""",240,Moon Chaos,Kalibra,Male,1x a reward shrine (Store Item),1x a ferumbras exercise dummy (Store Item),106 Club Fighting (Loyalty bonus not included),240 Level,,"Aug 29 2020, 10:11 CEST",Not Sold,1600,Elite Knight
"Aug 30 2020, 10:00 CEST","""a jewel case""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",238,Gogetho,Impera,Male,"Achievement ""Annihilator"" accomplished","245129 Gold total in bank, inventory and depot",108 Distance Fighting (Loyalty bonus not included),26 Magic Level (Loyalty bonus not included),,"Aug 29 2020, 10:08 CEST",Sold,1258,Royal Paladin
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a gill coat""","""gill legs""","""a spellbook of vigilance""",161,Nikzera,Belobra,Female,1x a ferumbras exercise dummy (Store Item),91 Magic Level (Loyalty bonus not included),Store Outfits: 1,"Hirelings total: 1, Professions: 0, Outfits: 0","Achievement ""Ice Sculptor"" accomplished","Aug 29 2020, 10:11 CEST",Sold,1428,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",127,Tuintuin Twofive,Honbra,Male,1320x an ultimate spirit potion (Store Item),116 Distance Fighting (Loyalty bonus not included),22 Magic Level (Loyalty bonus not included),,,"Aug 29 2020, 10:10 CEST",Sold,2901,Royal Paladin
"Aug 30 2020, 10:00 CEST","""a vampire shield""","""a whacking driller of fate""","""a wooden spellbook""","""a dream blossom staff""",105,Old Mcdonalds,Relembra,Male,"Blessings active: 5/7, Twist of Fate active: no",Character World Transfer available,105 Level,77 Magic Level (Loyalty bonus not included),5 Quests completed,"Aug 29 2020, 10:09 CEST",Sold,500,Sorcerer
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",350,Pescador de Vento,Inabra,Male,830x a supreme health potion (Store Item),"Total Charm Points 1025, Unused Charm Points: 425",115 Sword Fighting (Loyalty bonus not included),109 Shielding (Loyalty bonus not included),12 Quests completed,"Aug 29 2020, 10:11 CEST",Sold,4000,Elite Knight
"Aug 30 2020, 10:00 CEST","""a carrot on a stick""","""an ornate shield""","""a gnome sword""","""a tagralt blade""",308,Luiz Semnet,Quelibra,Female,100 Sword Fighting (Loyalty bonus not included),93 Shielding (Loyalty bonus not included),"Blessings active: 7/7, Twist of Fate active: yes",,,"Aug 29 2020, 10:12 CEST",Sold,1801,Elite Knight
"Aug 30 2020, 10:00 CEST","43x ""a strong health potion""","""a paladin armor""","""a Zaoan helmet""","""grasshopper legs""",118,Siekam headshoty,Estela,Male,"Blessings active: 7/7, Twist of Fate active: yes",100 Distance Fighting (Loyalty bonus not included),92 Shielding (Loyalty bonus not included),,,"Aug 29 2020, 10:09 CEST",Sold,250,Royal Paladin
"Aug 30 2020, 10:00 CEST","""a Zaoan helmet""","""grasshopper legs""","""a prismatic armor""","""a mycological mace""",135,Templario Poneis,Monza,Male,113 Club Fighting (Loyalty bonus not included),106 Shielding (Loyalty bonus not included),135 Level,Character World Transfer available,,"Aug 29 2020, 10:08 CEST",Sold,1501,Elite Knight
"Aug 30 2020, 10:00 CEST","""a demon shield""","""Koshei's ancient amulet""","""a paladin armor""","""a moon mirror""",41,Zalai Zanarin,Lobera,Male,109 Distance Fighting (Loyalty bonus not included),41 Level,14 Magic Level (Loyalty bonus not included),Character World Transfer available,99 Shielding (Loyalty bonus not included),"Aug 29 2020, 10:12 CEST",Not Sold,600,Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",220,Svedordian Rinkos,Refugia,Male,220 Level,85 Magic Level (Loyalty bonus not included),Character World Transfer available,,,"Aug 29 2020, 10:05 CEST",Sold,999,Elder Druid
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",233,Slow Cruell,Pacera,Male,,,,,,"Aug 29 2020, 10:08 CEST",Sold,2000,Knight
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",177,Aiacos The Hell,Nefera,Male,106 Achievement Points,"Achievement ""Beach Tamer"" accomplished",112 Sword Fighting (Loyalty bonus not included),105 Shielding (Loyalty bonus not included),9 Magic Level (Loyalty bonus not included),"Aug 29 2020, 10:09 CEST",Sold,561,Elite Knight
"Aug 30 2020, 10:00 CEST","""a rope""","""a label""","""plate legs""","110x ""a brown mushroom""",112,Fera Rush,Relembra,Male,89 Distance Fighting (Loyalty bonus not included),112 Level,76 Shielding (Loyalty bonus not included),Character World Transfer available,"Achievement ""Talented Dancer"" accomplished","Aug 29 2020, 10:09 CEST",Sold,250,Paladin
"Aug 30 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",184,Palladineczek,Damora,Male,,,,,,"Aug 29 2020, 10:07 CEST",Sold,2011,Royal Paladin
"Aug 30 2020, 10:00 CEST","""boots of haste""","""a magic plate armor""","""a heroic axe""","""a royal axe""",71,Anayi Milley,Bona,Female,Character World Transfer available,116 Axe Fighting (Loyalty bonus not included),109 Shielding (Loyalty bonus not included),6 Magic Level (Loyalty bonus not included),71 Level,"Aug 29 2020, 10:07 CEST",Not Sold,2500,Elite Knight
